label,f0,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13,f14,f15,f16,f17,f18,f19,f20,f21,f22,f23,f24,f25,f26,f27,f28,f29,f30,f31,f32,f33,f34,f35,f36,f37,f38,f39,f40,f41,f42,f43,f44,f45,f46,f47,f48,f49,f50,f51,f52,f53,f54,f55,f56,f57,f58,f59,f60,f61,f62
IDLE,0.0,0.0,0.0,-0.50869644,-0.18273869,-0.10134354,-0.8454304,-0.40563852,-0.11000959,-1.0405568,-0.6846348,-0.12970193,-1.0630658,-0.91804993,-0.13285595,-0.6812819,-0.7937046,0.23934814,-0.8178341,-1.029154,0.20716941,-0.8909336,-1.1444,0.093330756,-0.9672913,-1.2539287,-0.012734527,-0.45087796,-0.8614565,0.23367028,-0.55461645,-1.142677,0.21747221,-0.63797796,-1.2705383,0.08193485,-0.7431768,-1.3275479,-0.038066443,-0.2097102,-0.86216486,0.18863356,-0.2571814,-1.1462094,0.118778124,-0.36940065,-1.2666348,-0.01654756,-0.48958185,-1.2319741,-0.110296294,0.065800846,-0.82745564,0.12944248,0.04515385,-1.0662402,0.04019088,-0.07196767,-1.1728932,-0.050534103,-0.2084595,-1.1571959,-0.11148368
IDLE,0.0,0.0,0.0,-0.50869644,-0.18273869,-0.10134354,-0.8454304,-0.40563852,-0.11000959,-1.0405568,-0.6846348,-0.12970193,-1.0630658,-0.91804993,-0.13285595,-0.6812819,-0.7937046,0.23934814,-0.8178341,-1.029154,0.20716941,-0.8909336,-1.1444,0.093330756,-0.9672913,-1.2539287,-0.012734527,-0.45087796,-0.8614565,0.23367028,-0.55461645,-1.142677,0.21747221,-0.63797796,-1.2705383,0.08193485,-0.7431768,-1.3275479,-0.038066443,-0.2097102,-0.86216486,0.18863356,-0.2571814,-1.1462094,0.118778124,-0.36940065,-1.2666348,-0.01654756,-0.48958185,-1.2319741,-0.110296294,0.065800846,-0.82745564,0.12944248,0.04515385,-1.0662402,0.04019088,-0.07196767,-1.1728932,-0.050534103,-0.2084595,-1.1571959,-0.11148368
IDLE,0.0,0.0,0.0,-0.50478196,-0.17875148,-0.104650006,-0.8441157,-0.39872423,-0.110205226,-1.043963,-0.6743378,-0.12590131,-1.064775,-0.904107,-0.12406633,-0.68019754,-0.7870304,0.2528081,-0.8177168,-1.0210388,0.22987086,-0.89206326,-1.1338344,0.120749004,-0.9719639,-1.2435695,0.016165853,-0.45556632,-0.853874,0.25171083,-0.5604714,-1.1301398,0.24352555,-0.6401621,-1.2552989,0.11151029,-0.7435484,-1.3114763,-0.0069422927,-0.22332443,-0.8543947,0.209961,-0.27077055,-1.135507,0.14487204,-0.37556466,-1.2525623,0.010700312,-0.48657742,-1.2159194,-0.08284199,0.04868059,-0.82217103,0.15330438,0.026099537,-1.0538464,0.066149056,-0.0836904,-1.1556057,-0.026483221,-0.20957282,-1.139467,-0.089671925
IDLE,0.0,0.0,0.0,-0.50478196,-0.17875148,-0.104650006,-0.8441157,-0.39872423,-0.110205226,-1.043963,-0.6743378,-0.12590131,-1.064775,-0.904107,-0.12406633,-0.68019754,-0.7870304,0.2528081,-0.8177168,-1.0210388,0.22987086,-0.89206326,-1.1338344,0.120749004,-0.9719639,-1.2435695,0.016165853,-0.45556632,-0.853874,0.25171083,-0.5604714,-1.1301398,0.24352555,-0.6401621,-1.2552989,0.11151029,-0.7435484,-1.3114763,-0.0069422927,-0.22332443,-0.8543947,0.209961,-0.27077055,-1.135507,0.14487204,-0.37556466,-1.2525623,0.010700312,-0.48657742,-1.2159194,-0.08284199,0.04868059,-0.82217103,0.15330438,0.026099537,-1.0538464,0.066149056,-0.0836904,-1.1556057,-0.026483221,-0.20957282,-1.139467,-0.089671925
IDLE,0.0,0.0,0.0,-0.51586163,-0.18573178,-0.091969185,-0.8571776,-0.41262546,-0.09564632,-1.0576819,-0.69140327,-0.11265165,-1.0844381,-0.9258603,-0.11302447,-0.68197155,-0.7948052,0.24222155,-0.82011724,-1.0384357,0.20426132,-0.9036849,-1.1583227,0.09055999,-0.9873165,-1.2691988,-0.012791136,-0.44542283,-0.86466336,0.23228385,-0.55443484,-1.1556225,0.21364129,-0.6408005,-1.2856339,0.08534116,-0.7523783,-1.3473146,-0.02749838,-0.20168543,-0.8691462,0.18319473,-0.24984059,-1.162034,0.11411418,-0.3644548,-1.2844504,-0.008317307,-0.49230337,-1.2592188,-0.092104696,0.07795526,-0.835421,0.12005123,0.06244189,-1.0835266,0.036104772,-0.06163754,-1.1933229,-0.04435841,-0.21342929,-1.1844295,-0.097431384
IDLE,0.0,0.0,0.0,-0.51586163,-0.18573178,-0.091969185,-0.8571776,-0.41262546,-0.09564632,-1.0576819,-0.69140327,-0.11265165,-1.0844381,-0.9258603,-0.11302447,-0.68197155,-0.7948052,0.24222155,-0.82011724,-1.0384357,0.20426132,-0.9036849,-1.1583227,0.09055999,-0.9873165,-1.2691988,-0.012791136,-0.44542283,-0.86466336,0.23228385,-0.55443484,-1.1556225,0.21364129,-0.6408005,-1.2856339,0.08534116,-0.7523783,-1.3473146,-0.02749838,-0.20168543,-0.8691462,0.18319473,-0.24984059,-1.162034,0.11411418,-0.3644548,-1.2844504,-0.008317307,-0.49230337,-1.2592188,-0.092104696,0.07795526,-0.835421,0.12005123,0.06244189,-1.0835266,0.036104772,-0.06163754,-1.1933229,-0.04435841,-0.21342929,-1.1844295,-0.097431384
IDLE,0.0,0.0,0.0,-0.52305746,-0.1741536,-0.07622712,-0.8730003,-0.4050699,-0.060847033,-1.0646297,-0.6907374,-0.06144806,-1.0932207,-0.91688484,-0.047019903,-0.68067163,-0.78122103,0.2627761,-0.81996155,-1.0236472,0.24121943,-0.9051437,-1.145409,0.14310324,-0.99341154,-1.2631643,0.050574355,-0.45055637,-0.8572258,0.24932477,-0.5556668,-1.1492431,0.24868378,-0.6405702,-1.2839181,0.14192767,-0.74452764,-1.3466824,0.04587427,-0.21098474,-0.8657473,0.19676393,-0.25911933,-1.1614878,0.14100893,-0.3721128,-1.2822034,0.033592574,-0.49558464,-1.2579244,-0.038940452,0.063588664,-0.83950007,0.13016064,0.04545037,-1.0873892,0.05469144,-0.07293809,-1.189712,-0.01710225,-0.21193978,-1.1746974,-0.06266077
IDLE,0.0,0.0,0.0,-0.52305746,-0.1741536,-0.07622712,-0.8730003,-0.4050699,-0.060847033,-1.0646297,-0.6907374,-0.06144806,-1.0932207,-0.91688484,-0.047019903,-0.68067163,-0.78122103,0.2627761,-0.81996155,-1.0236472,0.24121943,-0.9051437,-1.145409,0.14310324,-0.99341154,-1.2631643,0.050574355,-0.45055637,-0.8572258,0.24932477,-0.5556668,-1.1492431,0.24868378,-0.6405702,-1.2839181,0.14192767,-0.74452764,-1.3466824,0.04587427,-0.21098474,-0.8657473,0.19676393,-0.25911933,-1.1614878,0.14100893,-0.3721128,-1.2822034,0.033592574,-0.49558464,-1.2579244,-0.038940452,0.063588664,-0.83950007,0.13016064,0.04545037,-1.0873892,0.05469144,-0.07293809,-1.189712,-0.01710225,-0.21193978,-1.1746974,-0.06266077
IDLE,0.0,0.0,0.0,-0.52305746,-0.1741536,-0.07622712,-0.8730003,-0.4050699,-0.060847033,-1.0646297,-0.6907374,-0.06144806,-1.0932207,-0.91688484,-0.047019903,-0.68067163,-0.78122103,0.2627761,-0.81996155,-1.0236472,0.24121943,-0.9051437,-1.145409,0.14310324,-0.99341154,-1.2631643,0.050574355,-0.45055637,-0.8572258,0.24932477,-0.5556668,-1.1492431,0.24868378,-0.6405702,-1.2839181,0.14192767,-0.74452764,-1.3466824,0.04587427,-0.21098474,-0.8657473,0.19676393,-0.25911933,-1.1614878,0.14100893,-0.3721128,-1.2822034,0.033592574,-0.49558464,-1.2579244,-0.038940452,0.063588664,-0.83950007,0.13016064,0.04545037,-1.0873892,0.05469144,-0.07293809,-1.189712,-0.01710225,-0.21193978,-1.1746974,-0.06266077
IDLE,0.0,0.0,0.0,-0.5205427,-0.18274589,-0.08930985,-0.8653151,-0.4083234,-0.08895207,-1.0575521,-0.6933465,-0.10115786,-1.0908449,-0.9225212,-0.097719304,-0.68978477,-0.7908584,0.23552635,-0.82834655,-1.0372226,0.20162253,-0.9094233,-1.15915,0.08923951,-0.9935299,-1.2716005,-0.01459673,-0.45403898,-0.8622053,0.22461213,-0.5616383,-1.1563069,0.20916367,-0.64524156,-1.287188,0.078172125,-0.7531986,-1.34624,-0.03834236,-0.20914446,-0.86797917,0.17643939,-0.25984257,-1.160973,0.10912976,-0.37063566,-1.2844998,-0.02099831,-0.49048457,-1.2504025,-0.11147485,0.07293514,-0.83777463,0.11487295,0.05105297,-1.0843633,0.030361848,-0.06860664,-1.1946938,-0.054662284,-0.21033417,-1.179383,-0.1118252
IDLE,0.0,0.0,0.0,-0.5205427,-0.18274589,-0.08930985,-0.8653151,-0.4083234,-0.08895207,-1.0575521,-0.6933465,-0.10115786,-1.0908449,-0.9225212,-0.097719304,-0.68978477,-0.7908584,0.23552635,-0.82834655,-1.0372226,0.20162253,-0.9094233,-1.15915,0.08923951,-0.9935299,-1.2716005,-0.01459673,-0.45403898,-0.8622053,0.22461213,-0.5616383,-1.1563069,0.20916367,-0.64524156,-1.287188,0.078172125,-0.7531986,-1.34624,-0.03834236,-0.20914446,-0.86797917,0.17643939,-0.25984257,-1.160973,0.10912976,-0.37063566,-1.2844998,-0.02099831,-0.49048457,-1.2504025,-0.11147485,0.07293514,-0.83777463,0.11487295,0.05105297,-1.0843633,0.030361848,-0.06860664,-1.1946938,-0.054662284,-0.21033417,-1.179383,-0.1118252
IDLE,0.0,0.0,0.0,-0.5143791,-0.17964701,-0.095155425,-0.8563787,-0.4041096,-0.09756535,-1.0505698,-0.68603337,-0.11228569,-1.0790402,-0.9180289,-0.11051714,-0.6824674,-0.7894434,0.24716505,-0.8213261,-1.028007,0.21904983,-0.8981966,-1.1443915,0.10992209,-0.9774221,-1.2559081,0.0069887456,-0.45042112,-0.86016,0.23926027,-0.55880207,-1.1428322,0.22777054,-0.64315337,-1.2721825,0.09775084,-0.74877167,-1.3341717,-0.019194521,-0.20804322,-0.8644019,0.19213472,-0.2571167,-1.1500447,0.1259038,-0.36712393,-1.2692668,-0.004485077,-0.48735425,-1.2381601,-0.09573299,0.0697396,-0.83282596,0.13106498,0.047368076,-1.0728204,0.046152756,-0.07172833,-1.178279,-0.040303078,-0.2119643,-1.1645852,-0.09915664
IDLE,0.0,0.0,0.0,-0.5143791,-0.17964701,-0.095155425,-0.8563787,-0.4041096,-0.09756535,-1.0505698,-0.68603337,-0.11228569,-1.0790402,-0.9180289,-0.11051714,-0.6824674,-0.7894434,0.24716505,-0.8213261,-1.028007,0.21904983,-0.8981966,-1.1443915,0.10992209,-0.9774221,-1.2559081,0.0069887456,-0.45042112,-0.86016,0.23926027,-0.55880207,-1.1428322,0.22777054,-0.64315337,-1.2721825,0.09775084,-0.74877167,-1.3341717,-0.019194521,-0.20804322,-0.8644019,0.19213472,-0.2571167,-1.1500447,0.1259038,-0.36712393,-1.2692668,-0.004485077,-0.48735425,-1.2381601,-0.09573299,0.0697396,-0.83282596,0.13106498,0.047368076,-1.0728204,0.046152756,-0.07172833,-1.178279,-0.040303078,-0.2119643,-1.1645852,-0.09915664
IDLE,0.0,0.0,0.0,-0.5143791,-0.17964701,-0.095155425,-0.8563787,-0.4041096,-0.09756535,-1.0505698,-0.68603337,-0.11228569,-1.0790402,-0.9180289,-0.11051714,-0.6824674,-0.7894434,0.24716505,-0.8213261,-1.028007,0.21904983,-0.8981966,-1.1443915,0.10992209,-0.9774221,-1.2559081,0.0069887456,-0.45042112,-0.86016,0.23926027,-0.55880207,-1.1428322,0.22777054,-0.64315337,-1.2721825,0.09775084,-0.74877167,-1.3341717,-0.019194521,-0.20804322,-0.8644019,0.19213472,-0.2571167,-1.1500447,0.1259038,-0.36712393,-1.2692668,-0.004485077,-0.48735425,-1.2381601,-0.09573299,0.0697396,-0.83282596,0.13106498,0.047368076,-1.0728204,0.046152756,-0.07172833,-1.178279,-0.040303078,-0.2119643,-1.1645852,-0.09915664
IDLE,0.0,0.0,0.0,-0.51871896,-0.18623549,-0.09170283,-0.8598163,-0.40736568,-0.09263665,-1.0609529,-0.6881721,-0.10623117,-1.0809542,-0.9164911,-0.10381618,-0.686454,-0.7872209,0.25126523,-0.8250451,-1.0301238,0.2242252,-0.90346354,-1.1480585,0.112147704,-0.9849097,-1.2619916,0.00561465,-0.45361722,-0.85738254,0.24315964,-0.56213987,-1.1463194,0.23387058,-0.64414144,-1.2748059,0.09944845,-0.75409657,-1.3395746,-0.022678653,-0.21106233,-0.86190176,0.19672711,-0.26216957,-1.1512874,0.13254271,-0.3704589,-1.2721602,-0.003285049,-0.49085099,-1.2405251,-0.09986759,0.071375534,-0.83096355,0.13685106,0.0484808,-1.0758407,0.054270033,-0.06797234,-1.1829733,-0.034237158,-0.20738092,-1.1682539,-0.09633209
IDLE,0.0,0.0,0.0,-0.51871896,-0.18623549,-0.09170283,-0.8598163,-0.40736568,-0.09263665,-1.0609529,-0.6881721,-0.10623117,-1.0809542,-0.9164911,-0.10381618,-0.686454,-0.7872209,0.25126523,-0.8250451,-1.0301238,0.2242252,-0.90346354,-1.1480585,0.112147704,-0.9849097,-1.2619916,0.00561465,-0.45361722,-0.85738254,0.24315964,-0.56213987,-1.1463194,0.23387058,-0.64414144,-1.2748059,0.09944845,-0.75409657,-1.3395746,-0.022678653,-0.21106233,-0.86190176,0.19672711,-0.26216957,-1.1512874,0.13254271,-0.3704589,-1.2721602,-0.003285049,-0.49085099,-1.2405251,-0.09986759,0.071375534,-0.83096355,0.13685106,0.0484808,-1.0758407,0.054270033,-0.06797234,-1.1829733,-0.034237158,-0.20738092,-1.1682539,-0.09633209
IDLE,0.0,0.0,0.0,-0.5181085,-0.17797925,-0.0743914,-0.8626746,-0.40225574,-0.06239982,-1.0571117,-0.686178,-0.065699294,-1.0891695,-0.9088716,-0.05390068,-0.6897397,-0.7793699,0.24909556,-0.82804686,-1.0251187,0.22150218,-0.9074044,-1.1480224,0.11730367,-0.98887306,-1.2630346,0.021542823,-0.46002167,-0.85597175,0.23599258,-0.5636217,-1.1535387,0.23366088,-0.64172286,-1.2878532,0.120184354,-0.7397864,-1.3453543,0.01821808,-0.21868461,-0.8650363,0.18605128,-0.27078098,-1.160153,0.1307742,-0.37565225,-1.2808782,0.016216274,-0.4839542,-1.2419217,-0.061723746,0.059078828,-0.8392116,0.12289818,0.041498967,-1.0840647,0.049477544,-0.07410845,-1.1870742,-0.025108088,-0.202932,-1.1628952,-0.0728748
IDLE,0.0,0.0,0.0,-0.5181085,-0.17797925,-0.0743914,-0.8626746,-0.40225574,-0.06239982,-1.0571117,-0.686178,-0.065699294,-1.0891695,-0.9088716,-0.05390068,-0.6897397,-0.7793699,0.24909556,-0.82804686,-1.0251187,0.22150218,-0.9074044,-1.1480224,0.11730367,-0.98887306,-1.2630346,0.021542823,-0.46002167,-0.85597175,0.23599258,-0.5636217,-1.1535387,0.23366088,-0.64172286,-1.2878532,0.120184354,-0.7397864,-1.3453543,0.01821808,-0.21868461,-0.8650363,0.18605128,-0.27078098,-1.160153,0.1307742,-0.37565225,-1.2808782,0.016216274,-0.4839542,-1.2419217,-0.061723746,0.059078828,-0.8392116,0.12289818,0.041498967,-1.0840647,0.049477544,-0.07410845,-1.1870742,-0.025108088,-0.202932,-1.1628952,-0.0728748
IDLE,0.0,0.0,0.0,-0.5181085,-0.17797925,-0.0743914,-0.8626746,-0.40225574,-0.06239982,-1.0571117,-0.686178,-0.065699294,-1.0891695,-0.9088716,-0.05390068,-0.6897397,-0.7793699,0.24909556,-0.82804686,-1.0251187,0.22150218,-0.9074044,-1.1480224,0.11730367,-0.98887306,-1.2630346,0.021542823,-0.46002167,-0.85597175,0.23599258,-0.5636217,-1.1535387,0.23366088,-0.64172286,-1.2878532,0.120184354,-0.7397864,-1.3453543,0.01821808,-0.21868461,-0.8650363,0.18605128,-0.27078098,-1.160153,0.1307742,-0.37565225,-1.2808782,0.016216274,-0.4839542,-1.2419217,-0.061723746,0.059078828,-0.8392116,0.12289818,0.041498967,-1.0840647,0.049477544,-0.07410845,-1.1870742,-0.025108088,-0.202932,-1.1628952,-0.0728748
IDLE,0.0,0.0,0.0,-0.52457255,-0.18162638,-0.07700572,-0.8705547,-0.4116448,-0.06461598,-1.0661324,-0.6931342,-0.067027204,-1.1016923,-0.92089415,-0.05417004,-0.67754465,-0.7871032,0.2535557,-0.81661725,-1.0300483,0.22709927,-0.90334827,-1.1514145,0.12704034,-0.99400705,-1.270005,0.033948753,-0.44644153,-0.8619314,0.24034166,-0.5528417,-1.151215,0.23725437,-0.63719386,-1.28338,0.13361137,-0.7464074,-1.3524848,0.040357355,-0.2070712,-0.8693306,0.18835577,-0.25619757,-1.1635904,0.13368915,-0.36710283,-1.2863166,0.03563139,-0.4973026,-1.2758079,-0.031059947,0.06668402,-0.83899206,0.12187621,0.05648729,-1.0877265,0.05064906,-0.05866421,-1.1944721,-0.013215158,-0.20459576,-1.1923848,-0.053460196
IDLE,0.0,0.0,0.0,-0.52457255,-0.18162638,-0.07700572,-0.8705547,-0.4116448,-0.06461598,-1.0661324,-0.6931342,-0.067027204,-1.1016923,-0.92089415,-0.05417004,-0.67754465,-0.7871032,0.2535557,-0.81661725,-1.0300483,0.22709927,-0.90334827,-1.1514145,0.12704034,-0.99400705,-1.270005,0.033948753,-0.44644153,-0.8619314,0.24034166,-0.5528417,-1.151215,0.23725437,-0.63719386,-1.28338,0.13361137,-0.7464074,-1.3524848,0.040357355,-0.2070712,-0.8693306,0.18835577,-0.25619757,-1.1635904,0.13368915,-0.36710283,-1.2863166,0.03563139,-0.4973026,-1.2758079,-0.031059947,0.06668402,-0.83899206,0.12187621,0.05648729,-1.0877265,0.05064906,-0.05866421,-1.1944721,-0.013215158,-0.20459576,-1.1923848,-0.053460196
IDLE,0.0,0.0,0.0,-0.5260349,-0.17565598,-0.085269764,-0.87563837,-0.39762938,-0.075628266,-1.0719951,-0.6813333,-0.07890293,-1.0978833,-0.9091944,-0.0661408,-0.6926396,-0.7756449,0.26236984,-0.83280545,-1.0184327,0.24477084,-0.9108596,-1.1404524,0.14289273,-0.9960492,-1.2583288,0.04514634,-0.46204576,-0.84951025,0.25464866,-0.56941336,-1.1387119,0.25637674,-0.6529547,-1.27117,0.13733393,-0.7628399,-1.3349236,0.029156312,-0.22242321,-0.8574535,0.20843197,-0.27694574,-1.1460913,0.15575826,-0.3843457,-1.2680603,0.0345772,-0.5061627,-1.241858,-0.050695352,0.054712243,-0.83070385,0.14813621,0.033413514,-1.0715368,0.07478433,-0.07781763,-1.1792895,-0.004424814,-0.21301085,-1.1704726,-0.058187738
